state,action,reward
0,1,-0.01
0,1,-0.01
0,1,-0.01
0,0,10.0
1,1,10.0
0,1,10.0
0,0,10.0
1,1,10.0
0,1,10.0
0,1,10.0
0,0,10.0
1,1,10.0
0,0,10.0
1,0,10.0
2,1,10.0
0,1,10.0
0,1,20.0
0,1,20.0
0,0,20.0
1,1,20.0
0,0,20.0
1,1,20.0
0,1,20.0
0,0,20.0
1,1,20.0
0,0,20.0
1,0,20.0
2,0,20.0
3,1,20.0
0,0,20.0
1,1,20.0
0,1,20.0
0,0,20.0
1,0,20.0
2,1,20.0
0,1,20.0
0,1,20.0
0,1,20.0
0,1,20.0
0,1,20.0
0,0,20.0
1,0,20.0
2,0,20.0
3,1,20.0
0,0,20.0
1,1,20.0
0,1,20.0
0,1,20.0
0,0,20.0
1,1,20.0
0,0,20.0
1,1,20.0
0,0,20.0
1,0,20.0
2,0,30.0
3,1,30.0
0,0,30.0
1,1,30.0
0,0,30.0
1,0,30.0
2,1,30.0
0,0,30.0
1,0,30.0
2,0,30.0
3,1,30.0
0,1,30.0
0,0,30.0
1,1,30.0
0,1,30.0
0,0,30.0
1,1,30.0
0,1,30.0
0,1,30.0
0,1,30.0
0,0,30.0
1,0,30.0
2,1,30.0
0,0,30.0
1,1,30.0
0,1,30.0
0,0,30.0
1,1,30.0
0,1,40.0
0,1,40.0
0,0,40.0
1,1,40.0
0,0,40.0
1,0,40.0
2,0,40.0
3,0,40.0
4,1,40.0
0,1,40.0
0,0,40.0
1,1,40.0
0,0,40.0
1,0,40.0
2,0,40.0
3,1,40.0
0,0,40.0
1,1,40.0
0,1,40.0
0,1,40.0
0,0,40.0
1,1,40.0
0,0,40.0
1,1,40.0
0,0,40.0
1,1,40.0
0,1,40.0
0,1,40.0
0,0,40.0
1,0,40.0
2,1,40.0
0,1,40.0
0,0,40.0
1,1,40.0
0,0,40.0
1,0,40.0
2,1,40.0
0,0,40.0
1,1,40.0
0,0,40.0
1,0,40.0
2,0,40.0
3,0,40.0
4,1,40.0
0,0,40.0
1,1,40.0
0,0,40.0
1,0,40.0
2,0,50.0
3,1,50.0
0,0,50.0
1,0,50.0
2,0,50.0
3,0,50.0
4,1,50.0
0,0,50.0
1,0,50.0
2,1,50.0
0,1,50.0
0,1,50.0
0,0,50.0
1,0,50.0
2,0,50.0
3,0,50.0
4,1,50.0
0,0,50.0
1,1,50.0
0,0,50.0
1,1,50.0
0,1,50.0
0,1,50.0
0,0,50.0
1,1,50.0
0,1,50.0
0,1,50.0
0,1,50.0
0,0,50.0
1,0,50.0
2,0,50.0
3,1,50.0
0,1,50.0
0,0,50.0
1,1,50.0
0,0,50.0
1,0,50.0
2,0,50.0
3,0,50.0
4,1,50.0
0,1,50.0
0,1,50.0
0,1,50.0
0,1,50.0
0,0,50.0
1,0,50.0
2,0,50.0
3,0,50.0
4,1,50.0
0,1,50.0
0,1,50.0
0,1,50.0
0,1,50.0
0,0,50.0
1,1,50.0
0,0,50.0
1,1,50.0
0,1,50.0
0,1,50.0
0,1,50.0
0,1,50.0
0,0,50.0
1,0,50.0
2,0,50.0
3,0,50.0
4,0,50.0
5,0,50.0
6,0,50.0
7,0,50.0
8,0,50.0
9,0,50.0
10,1,50.0
0,0,50.0
1,1,60.0
0,1,60.0
0,0,60.0
1,0,60.0
2,1,60.0
0,0,60.0
1,1,60.0
0,0,60.0
1,0,60.0
2,1,60.0
0,0,60.0
1,0,60.0
2,1,60.0
0,0,60.0
1,0,60.0
2,0,60.0
3,1,60.0
0,0,60.0
1,1,60.0
0,1,60.0
0,1,60.0
0,0,60.0
1,0,60.0
2,0,60.0
3,1,60.0
0,1,60.0
0,1,60.0
0,1,60.0
0,1,60.0
0,1,60.0
0,1,60.0
0,0,60.0
1,1,60.0
0,1,60.0
0,0,60.0
1,0,60.0
2,1,60.0
0,1,60.0
0,1,60.0
0,0,60.0
1,0,60.0
2,1,60.0
0,0,60.0
1,1,60.0
0,0,60.0
1,1,60.0
0,1,60.0
0,1,60.0
0,1,60.0
0,0,60.0
1,1,60.0
0,1,60.0
0,0,60.0
1,0,60.0
2,0,60.0
3,0,60.0
4,1,60.0
0,0,60.0
1,1,60.0
0,0,60.0
1,1,60.0
0,0,60.0
1,0,60.0
2,1,60.0
0,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,0,70.0
3,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,0,70.0
3,1,70.0
0,0,70.0
1,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,0,70.0
3,0,70.0
4,0,70.0
5,0,70.0
6,0,70.0
7,0,70.0
8,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,0,70.0
1,0,70.0
2,0,70.0
3,0,70.0
4,0,70.0
5,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,0,70.0
1,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,0,70.0
1,0,70.0
2,0,70.0
3,0,70.0
4,0,70.0
5,0,70.0
6,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,1,70.0
0,0,70.0
1,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,0,70.0
3,0,70.0
4,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
0,0,70.0
1,0,70.0
2,1,70.0
